"la_name","SEN_Unit","RP_Unit","Total pupils","EHC plan"
"Sheffield","0","0","416","8"
"Sheffield","0","0","307","2"
"Sheffield","0","0","338","2"
"Sheffield","0","0","201","2"
"Sheffield","0","0","416","2"
"Sheffield","0","0","224","3"
"Sheffield","0","0","246","5"
"Sheffield","0","0","214","3"
"Sheffield","0","0","467","3"
"Sheffield","0","0","308","3"
"Sheffield","0","0","328","2"
"Sheffield","0","0","211","0"
"Sheffield","0","0","235","1"
"Sheffield","0","0","328","7"
"Sheffield","0","0","161","3"
"Sheffield","0","0","202","2"
"Sheffield","0","0","175","2"
"Sheffield","0","0","391","6"
"Sheffield","0","0","463","4"
"Sheffield","0","0","433","7"
"Sheffield","0","0","216","2"
"Sheffield","0","0","294","10"
"Sheffield","0","0","376","3"
"Sheffield","0","0","603","1"
"Sheffield","0","1","234","8"
"Sheffield","0","0","342","3"
"Sheffield","0","0","577","2"
"Sheffield","0","0","440","5"
"Sheffield","0","0","414","3"
"Sheffield","0","1","475","24"
"Sheffield","0","0","359","0"
"Sheffield","0","0","611","3"
"Sheffield","0","0","596","14"
"Sheffield","0","0","612","4"
"Sheffield","0","0","113","2"
"Sheffield","0","0","207","1"
"Sheffield","0","0","203","2"
"Sheffield","0","0","154","1"
"Sheffield","0","0","1721","11"
"Sheffield","0","0","165","1"
"Sheffield","0","0","118","1"
"Sheffield","0","0","237","0"
"Sheffield","0","0","387","3"
"Sheffield","0","0","769","0"
"Sheffield","0","0","159","3"
"Sheffield","0","0","811","0"
"Sheffield","0","0","96","0"
"Sheffield","0","0","251","251"
"Sheffield","0","0","96","96"
"Sheffield","0","0","92","92"
"Sheffield","0","0","189","189"
"Sheffield","0","0","103","103"
"Sheffield","0","0","136","136"
"Bradford","0","1","89","8"
"Bradford","0","0","70","0"
"Bradford","0","0","112","0"
"Bradford","0","1","84","4"
"Bradford","0","1","91","4"
"Bradford","0","1","222","9"
"Bradford","0","0","216","4"
"Bradford","0","0","425","7"
"Bradford","0","0","609","10"
"Bradford","0","0","469","6"
"Bradford","0","0","303","5"
"Bradford","0","1","513","28"
"Bradford","0","0","481","1"
"Bradford","0","0","421","12"
"Bradford","0","0","478","6"
"Bradford","0","0","683","12"
"Bradford","0","0","679","9"
"Bradford","0","0","192","5"
"Bradford","0","0","434","2"
"Bradford","0","1","365","16"
"Bradford","0","0","386","4"
"Bradford","0","0","468","11"
"Bradford","0","0","214","6"
"Bradford","0","0","328","6"
"Bradford","0","0","274","7"
"Bradford","0","0","282","13"
"Bradford","0","0","436","5"
"Bradford","0","1","438","16"
"Bradford","0","1","455","25"
"Bradford","0","0","557","4"
"Bradford","0","0","411","6"
"Bradford","0","1","424","21"
"Bradford","0","0","116","1"
"Bradford","0","0","412","13"
"Bradford","0","0","479","6"
"Bradford","0","0","674","10"
"Bradford","0","0","208","2"
"Bradford","0","0","285","4"
"Bradford","0","0","381","10"
"Bradford","0","0","193","4"
"Bradford","0","0","189","3"
"Bradford","0","0","301","9"
"Bradford","0","0","210","2"
"Bradford","0","0","451","2"
"Bradford","0","1","511","31"
"Bradford","0","1","381","11"
"Bradford","0","0","429","6"
"Bradford","0","0","676","7"
"Bradford","0","0","444","7"
"Bradford","0","0","211","6"
"Bradford","0","0","409","4"
"Bradford","0","0","328","4"
"Bradford","0","0","205","3"
"Bradford","0","0","208","1"
"Bradford","0","0","428","5"
"Bradford","0","0","407","5"
"Bradford","0","0","461","3"
"Bradford","0","0","208","8"
"Bradford","0","0","385","4"
"Bradford","0","0","198","4"
"Bradford","0","0","235","6"
"Bradford","0","0","457","5"
"Bradford","0","0","269","5"
"Bradford","0","0","364","8"
"Bradford","0","0","417","10"
"Bradford","0","1","1467","78"
"Bradford","0","1","909","39"
"Bradford","0","0","727","15"
"Bradford","0","0","234","3"
"Bradford","0","0","224","6"
"Bradford","0","0","245","5"
"Bradford","0","0","234","5"
"Bradford","0","0","118","3"
"Bradford","0","0","1880","21"
"Bradford","0","1","1608","55"
"Bradford","0","0","58","0"
"Bradford","0","0","104","0"
"Bradford","0","0","102","0"
"Bradford","0","0","99","0"
"Bradford","0","0","1030","1"
"Bradford","0","0","151","0"
"Bradford","0","0","463","0"
"Bradford","0","0","138","23"
"Calderdale","0","0","196","10"
"Calderdale","0","0","263","7"
"Calderdale","0","0","369","20"
"Calderdale","0","0","336","8"
"Calderdale","0","0","456","14"
"Calderdale","0","0","578","11"
"Calderdale","0","0","211","3"
"Calderdale","0","0","140","1"
"Calderdale","0","0","352","14"
"Calderdale","0","0","205","2"
"Calderdale","0","0","345","10"
"Calderdale","0","0","402","2"
"Calderdale","0","0","367","2"
"Calderdale","0","0","198","0"
"Calderdale","0","0","64","11"
"Calderdale","0","0","47","0"
"Calderdale","0","0","75","0"
"Calderdale","0","0","91","3"
"Calderdale","0","0","258","4"
"Calderdale","0","0","208","2"
"Calderdale","0","0","98","1"
"Calderdale","0","0","141","2"
"Calderdale","0","0","111","2"
"Calderdale","0","0","231","2"
"Calderdale","0","0","197","9"
"Calderdale","0","0","201","3"
"Calderdale","0","0","89","2"
"Calderdale","0","1","196","19"
"Calderdale","0","0","418","5"
"Calderdale","0","0","160","3"
"Calderdale","0","0","329","9"
"Calderdale","0","0","491","18"
"Calderdale","0","0","188","10"
"Calderdale","0","0","101","0"
"Calderdale","0","0","96","0"
"Calderdale","0","0","199","1"
"Calderdale","0","0","151","4"
"Calderdale","0","0","142","3"
"Calderdale","0","0","192","3"
"Calderdale","0","0","290","6"
"Calderdale","0","0","215","6"
"Calderdale","0","0","162","6"
"Calderdale","0","0","183","5"
"Calderdale","0","0","101","2"
"Calderdale","0","0","198","1"
"Calderdale","0","0","126","5"
"Calderdale","0","0","267","7"
"Calderdale","0","0","120","4"
"Calderdale","0","0","226","3"
"Calderdale","0","0","1338","26"
"Calderdale","0","0","888","23"
"Calderdale","0","0","213","4"
"Calderdale","0","0","199","2"
"Calderdale","0","0","200","0"
"Calderdale","0","0","438","4"
"Calderdale","0","0","274","1"
"Calderdale","0","0","213","212"
"Calderdale","0","0","72","72"
"Calderdale","0","0","91","90"
"Calderdale","0","0","101","101"
"Kirklees","0","0","74","1"
"Kirklees","0","0","129","1"
"Kirklees","0","0","215","1"
"Kirklees","0","0","494","10"
"Kirklees","0","0","222","2"
"Kirklees","0","0","111","0"
"Kirklees","0","0","236","6"
"Kirklees","0","0","526","13"
"Kirklees","0","0","362","9"
"Kirklees","0","0","229","3"
"Kirklees","0","0","316","12"
"Kirklees","0","0","413","15"
"Kirklees","0","0","322","11"
"Kirklees","0","0","187","4"
"Kirklees","0","0","575","10"
"Kirklees","0","0","445","9"
"Kirklees","0","0","216","6"
"Kirklees","0","0","301","13"
"Kirklees","0","0","171","6"
"Kirklees","0","0","215","4"
"Kirklees","0","0","253","3"
"Kirklees","0","0","375","5"
"Kirklees","0","0","84","5"
"Kirklees","0","0","142","2"
"Kirklees","0","0","79","1"
"Kirklees","0","0","190","1"
"Kirklees","0","0","71","5"
"Kirklees","0","0","85","3"
"Kirklees","0","0","161","4"
"Kirklees","0","0","146","6"
"Kirklees","0","0","187","0"
"Kirklees","0","0","89","2"
"Kirklees","0","0","107","2"
"Kirklees","0","0","91","2"
"Kirklees","0","0","33","0"
"Kirklees","0","0","216","1"
"Kirklees","0","0","209","3"
"Kirklees","0","0","170","3"
"Kirklees","0","0","90","0"
"Kirklees","0","0","360","3"
"Kirklees","0","0","419","4"
"Kirklees","0","0","85","2"
"Kirklees","0","0","226","7"
"Kirklees","0","0","197","14"
"Kirklees","0","0","242","9"
"Kirklees","0","0","329","4"
"Kirklees","0","0","247","3"
"Kirklees","0","0","452","12"
"Kirklees","0","0","257","0"
"Kirklees","0","0","214","5"
"Kirklees","0","0","323","6"
"Kirklees","0","0","409","9"
"Kirklees","0","0","143","5"
"Kirklees","0","0","416","5"
"Kirklees","0","0","138","2"
"Kirklees","0","0","175","3"
"Kirklees","0","0","373","10"
"Kirklees","0","0","322","6"
"Kirklees","0","0","449","6"
"Kirklees","0","0","571","10"
"Kirklees","0","1","210","7"
"Kirklees","0","0","408","10"
"Kirklees","0","0","206","9"
"Kirklees","0","0","135","5"
"Kirklees","0","0","104","3"
"Kirklees","0","0","294","9"
"Kirklees","0","0","390","3"
"Kirklees","0","0","580","12"
"Kirklees","0","0","132","1"
"Kirklees","0","0","337","2"
"Kirklees","0","0","167","6"
"Kirklees","0","0","208","5"
"Kirklees","0","0","88","1"
"Kirklees","0","0","181","2"
"Kirklees","0","0","63","1"
"Kirklees","0","0","415","5"
"Kirklees","0","0","201","7"
"Kirklees","0","0","242","4"
"Kirklees","0","0","53","0"
"Kirklees","0","0","438","7"
"Kirklees","0","0","414","3"
"Kirklees","0","0","190","3"
"Kirklees","0","0","461","9"
"Kirklees","0","0","470","5"
"Kirklees","0","0","318","8"
"Kirklees","0","0","208","3"
"Kirklees","0","0","227","2"
"Kirklees","0","0","234","4"
"Kirklees","0","0","230","4"
"Kirklees","0","0","205","7"
"Kirklees","0","0","195","5"
"Kirklees","0","0","124","2"
"Kirklees","0","0","70","1"
"Kirklees","0","0","146","1"
"Kirklees","0","0","213","3"
"Kirklees","0","0","210","6"
"Kirklees","0","0","318","8"
"Kirklees","0","0","417","6"
"Kirklees","0","0","215","3"
"Kirklees","0","0","266","1"
"Kirklees","0","0","403","5"
"Kirklees","0","0","787","32"
"Kirklees","0","1","605","37"
"Kirklees","0","0","1313","29"
"Kirklees","0","0","924","20"
"Kirklees","0","0","937","23"
"Kirklees","0","0","1250","23"
"Kirklees","0","0","853","26"
"Kirklees","0","0","546","3"
"Kirklees","0","0","127","0"
"Kirklees","0","0","244","0"
"Kirklees","0","0","229","0"
"Kirklees","0","0","18","0"
"Kirklees","0","0","32","22"
"Kirklees","0","0","119","119"
"Kirklees","0","0","199","199"
"Kirklees","0","0","161","161"
"Kirklees","0","0","124","124"
"Leeds","0","0","470","3"
"Leeds","0","0","311","9"
"Leeds","0","0","346","2"
"Leeds","0","0","211","0"
"Leeds","0","0","455","2"
"Leeds","0","0","443","1"
"Leeds","0","0","212","1"
"Leeds","0","0","315","5"
"Leeds","0","0","339","0"
"Leeds","0","0","467","6"
"Leeds","0","0","264","5"
"Leeds","0","0","443","6"
"Leeds","0","0","226","1"
"Leeds","0","0","348","4"
"Leeds","0","0","183","3"
"Leeds","0","0","461","5"
"Leeds","0","0","262","1"
"Leeds","0","0","470","4"
"Leeds","0","0","406","0"
"Leeds","0","0","413","5"
"Leeds","0","0","175","2"
"Leeds","0","0","241","4"
"Leeds","0","0","312","3"
"Leeds","0","0","191","5"
"Leeds","0","0","191","0"
"Leeds","0","0","423","2"
"Leeds","0","0","214","3"
"Leeds","0","0","209","1"
"Leeds","0","0","227","0"
"Leeds","0","0","470","5"
"Leeds","0","0","196","2"
"Leeds","0","0","219","1"
"Leeds","0","0","449","2"
"Leeds","0","0","449","3"
"Leeds","0","0","423","9"
"Leeds","0","0","208","0"
"Leeds","0","0","220","3"
"Leeds","0","0","237","4"
"Leeds","0","0","177","2"
"Leeds","0","0","330","0"
"Leeds","0","0","468","5"
"Leeds","0","0","248","2"
"Leeds","0","0","382","5"
"Leeds","0","0","222","4"
"Leeds","0","0","513","2"
"Leeds","0","0","185","1"
"Leeds","0","0","205","2"
"Leeds","0","0","322","0"
"Leeds","0","0","239","1"
"Leeds","0","0","325","3"
"Leeds","0","0","313","1"
"Leeds","0","1","415","27"
"Leeds","0","0","258","5"
"Leeds","0","0","695","6"
"Leeds","0","0","486","6"
"Leeds","0","1","645","10"
"Leeds","0","0","504","3"
"Leeds","0","0","441","1"
"Leeds","0","0","427","2"
"Leeds","0","0","476","5"
"Leeds","0","0","529","12"
"Leeds","0","0","447","5"
"Leeds","0","0","541","17"
"Leeds","0","0","212","1"
"Leeds","0","0","211","2"
"Leeds","0","0","455","4"
"Leeds","0","0","455","4"
"Leeds","0","1","288","7"
"Leeds","0","0","678","2"
"Leeds","0","0","691","1"
"Leeds","0","0","207","2"
"Leeds","0","0","245","0"
"Leeds","0","0","405","3"
"Leeds","0","0","244","0"
"Leeds","0","0","714","2"
"Leeds","0","0","210","0"
"Leeds","0","1","369","21"
"Leeds","0","0","321","0"
"Leeds","0","0","294","4"
"Leeds","0","0","684","3"
"Leeds","0","0","429","12"
"Leeds","0","0","499","4"
"Leeds","0","0","415","3"
"Leeds","0","0","459","0"
"Leeds","0","0","342","2"
"Leeds","0","0","325","2"
"Leeds","0","0","204","5"
"Leeds","0","0","467","1"
"Leeds","0","0","606","4"
"Leeds","0","0","445","2"
"Leeds","0","0","229","2"
"Leeds","0","0","444","4"
"Leeds","0","0","230","1"
"Leeds","0","0","229","1"
"Leeds","0","0","474","3"
"Leeds","0","0","449","2"
"Leeds","0","0","453","4"
"Leeds","0","0","342","2"
"Leeds","0","0","246","0"
"Leeds","0","0","444","2"
"Leeds","0","0","266","2"
"Leeds","0","0","453","7"
"Leeds","0","0","354","1"
"Leeds","0","0","669","3"
"Leeds","0","0","101","0"
"Leeds","0","0","317","1"
"Leeds","0","0","229","2"
"Leeds","0","0","103","1"
"Leeds","0","0","420","10"
"Leeds","0","0","95","1"
"Leeds","0","0","96","0"
"Leeds","0","0","417","2"
"Leeds","0","0","132","0"
"Leeds","0","0","202","3"
"Leeds","0","0","182","4"
"Leeds","0","0","420","5"
"Leeds","0","0","403","4"
"Leeds","0","0","627","1"
"Leeds","0","0","249","2"
"Leeds","0","0","374","2"
"Leeds","0","0","106","2"
"Leeds","0","0","125","3"
"Leeds","0","0","202","0"
"Leeds","0","0","166","0"
"Leeds","0","0","231","1"
"Leeds","0","0","208","1"
"Leeds","0","0","230","0"
"Leeds","0","0","210","0"
"Leeds","0","0","284","4"
"Leeds","0","0","228","0"
"Leeds","0","0","226","2"
"Leeds","0","0","205","1"
"Leeds","0","0","311","3"
"Leeds","0","0","226","1"
"Leeds","0","0","260","1"
"Leeds","0","0","211","1"
"Leeds","0","0","488","5"
"Leeds","0","0","209","2"
"Leeds","0","0","413","0"
"Leeds","0","0","204","0"
"Leeds","0","0","214","2"
"Leeds","0","0","402","2"
"Leeds","0","0","249","0"
"Leeds","0","0","257","3"
"Leeds","0","0","214","1"
"Leeds","0","0","435","12"
"Leeds","0","0","260","3"
"Leeds","0","0","1425","17"
"Leeds","0","1","1505","22"
"Leeds","0","0","1605","24"
"Leeds","0","0","1400","23"
"Leeds","0","0","1018","25"
"Leeds","0","0","2414","59"
"Leeds","0","0","1316","8"
"Leeds","0","0","1014","13"
"Leeds","0","0","1414","20"
"Leeds","0","0","1349","16"
"Leeds","0","0","598","6"
"Leeds","0","0","908","16"
"Leeds","0","0","935","35"
"Leeds","0","0","928","5"
"Leeds","0","0","122","4"
"Leeds","0","0","157","1"
"Leeds","0","0","207","0"
"Leeds","0","0","400","0"
"Leeds","0","0","170","0"
"Leeds","0","0","16","0"
"Leeds","0","0","26","0"
"Leeds","0","0","2105","0"
"Leeds","0","0","1095","6"
"Leeds","0","0","294","12"
"Leeds","0","0","332","325"
"Leeds","0","0","56","56"
"Leeds","0","0","221","221"
"Leeds","0","0","301","301"
"Wakefield","0","0","59","1"
"Wakefield","0","0","97","1"
"Wakefield","0","0","101","5"
"Wakefield","0","0","235","15"
"Wakefield","0","0","169","3"
"Wakefield","0","0","108","2"
"Wakefield","0","0","202","7"
"Wakefield","0","0","226","1"
"Wakefield","0","0","250","7"
"Wakefield","0","0","113","2"
"Wakefield","0","0","211","6"
"Wakefield","0","0","131","7"
"Wakefield","0","0","217","2"
"Wakefield","0","0","350","9"
"Wakefield","0","0","329","11"
"Wakefield","0","0","314","11"
"Wakefield","0","0","207","6"
"Wakefield","0","0","365","10"
"Wakefield","0","0","240","4"
"Wakefield","0","0","398","12"
"Wakefield","0","0","407","4"
"Wakefield","0","0","233","6"
"Wakefield","0","0","148","2"
"Wakefield","0","0","153","0"
"Wakefield","0","0","356","7"
"Wakefield","0","0","322","2"
"Wakefield","0","0","318","8"
"Wakefield","0","1","242","13"
"Wakefield","0","0","278","1"
"Wakefield","0","0","212","5"
"Wakefield","0","0","334","6"
"Wakefield","0","0","349","5"
"Wakefield","0","0","248","4"
"Wakefield","0","0","620","10"
"Wakefield","0","0","1619","24"
"Wakefield","0","0","504","15"
"Wakefield","0","0","500","3"
"Wakefield","0","0","596","1"
"Wakefield","0","0","694","0"
"Wakefield","0","0","162","0"
"Wakefield","0","0","281","0"
"Wakefield","0","0","187","187"
"Gateshead","0","0","60","1"
"Gateshead","0","0","322","9"
"Gateshead","0","0","351","9"
"Gateshead","0","0","266","4"
"Gateshead","0","0","207","9"
"Gateshead","0","0","237","3"
"Gateshead","0","0","130","4"
"Gateshead","0","0","168","2"
"Gateshead","0","0","347","4"
"Gateshead","0","0","196","6"
"Gateshead","0","0","221","3"
"Gateshead","0","0","431","7"
"Gateshead","0","0","443","7"
"Gateshead","0","0","195","5"
"Gateshead","1","0","154","15"
"Gateshead","0","0","416","5"
"Gateshead","0","0","201","2"
"Gateshead","0","0","201","1"
"Gateshead","0","0","432","10"
"Gateshead","0","0","130","3"
"Gateshead","0","0","140","2"
"Gateshead","0","0","144","4"
"Gateshead","0","0","156","0"
"Gateshead","0","0","211","1"
"Gateshead","0","0","208","9"
"Gateshead","0","0","209","2"
"Gateshead","0","0","444","3"
"Gateshead","0","0","193","1"
"Gateshead","0","0","153","5"
"Gateshead","0","0","203","1"
"Gateshead","0","0","190","4"
"Gateshead","0","0","324","12"
"Gateshead","0","0","395","8"
"Gateshead","0","0","273","5"
"Gateshead","0","0","447","8"
"Gateshead","0","0","174","3"
"Gateshead","0","0","335","4"
"Gateshead","0","0","165","1"
"Gateshead","0","0","226","0"
"Gateshead","0","0","244","0"
"Gateshead","0","0","280","10"
"Gateshead","0","0","248","7"
"Gateshead","0","0","206","1"
"Gateshead","0","0","206","4"
"Gateshead","0","0","191","3"
"Gateshead","0","0","213","5"
"Gateshead","0","0","209","2"
"Gateshead","0","0","108","2"
"Gateshead","0","0","81","0"
"Gateshead","0","0","200","1"
"Gateshead","0","0","106","2"
"Gateshead","0","0","250","2"
"Gateshead","0","0","175","5"
"Gateshead","0","0","211","5"
"Gateshead","0","0","206","2"
"Gateshead","0","0","201","5"
"Gateshead","0","0","347","2"
"Gateshead","0","0","127","1"
"Gateshead","0","0","886","21"
"Gateshead","0","0","119","5"
"Gateshead","0","0","226","3"
"Gateshead","0","0","105","0"
"Gateshead","0","0","1437","10"
"Gateshead","0","0","70","70"
"Newcastle upon Tyne","0","0","119","0"
"Newcastle upon Tyne","0","0","26","0"
"Newcastle upon Tyne","0","0","85","0"
"Newcastle upon Tyne","0","0","150","0"
"Newcastle upon Tyne","0","0","203","4"
"Newcastle upon Tyne","0","0","336","9"
"Newcastle upon Tyne","0","0","300","1"
"Newcastle upon Tyne","0","1","338","8"
"Newcastle upon Tyne","0","0","264","1"
"Newcastle upon Tyne","0","0","225","2"
"Newcastle upon Tyne","0","0","341","4"
"Newcastle upon Tyne","0","0","344","2"
"Newcastle upon Tyne","0","0","195","4"
"Newcastle upon Tyne","0","0","298","7"
"Newcastle upon Tyne","0","0","373","0"
"Newcastle upon Tyne","0","0","197","0"
"Newcastle upon Tyne","0","0","227","4"
"Newcastle upon Tyne","0","0","250","3"
"Newcastle upon Tyne","0","0","161","5"
"Newcastle upon Tyne","0","0","417","7"
"Newcastle upon Tyne","0","0","489","12"
"Newcastle upon Tyne","0","0","445","16"
"Newcastle upon Tyne","0","1","214","13"
"Newcastle upon Tyne","0","0","459","5"
"Newcastle upon Tyne","0","0","240","6"
"Newcastle upon Tyne","0","0","419","5"
"Newcastle upon Tyne","0","0","446","21"
"Newcastle upon Tyne","0","1","245","18"
"Newcastle upon Tyne","0","0","635","13"
"Newcastle upon Tyne","0","0","227","6"
"Newcastle upon Tyne","0","0","468","4"
"Newcastle upon Tyne","0","0","442","5"
"Newcastle upon Tyne","0","0","469","6"
"Newcastle upon Tyne","0","0","124","3"
"Newcastle upon Tyne","0","0","172","1"
"Newcastle upon Tyne","0","0","243","2"
